NUMBER_OF_DIMENSION 20
ATOM_TYPE Mg
DETERMINANT 8.02205e-139
ESPERANCE 0.00145275 0.00370289 0.000835875 0.00594296 0.000656368 0.00692072 0.000904623 0.0211113 0.00136688 0.00756824 0.00148376 0.0278593 0.00164552 0.0188792 0.00222571 0.0327582 0.00212763 0.0250482 0.00220533 0.0524977
INVERSE OF COVARIANCE MATRIX
2.9081e+06 469080 -2.04516e+06 -140870 -2.19477e+06 -100351 615124 -557462 -1.05337e+06 405248 1.42741e+06 19589.3 -1.20863e+06 832862 172445 -610706 389084 -124288 -340076 216548 
469080 5.5236e+06 595348 -688965 -529413 -185506 272267 809814 616549 64995.5 335703 1.28344e+06 -799772 833704 351612 -508280 531484 -655829 -182581 -36683.4 
-2.04516e+06 595348 2.42036e+07 757898 -1.61084e+06 1.69636e+06 -2.00584e+06 120578 808771 705320 -2.30252e+06 -475793 -433134 904940 -611525 581845 1.46844e+06 -1.36856e+06 -3.68952e+06 -77205.3 
-140870 -688965 757898 1.6013e+07 2.10562e+06 -5.40253e+06 -1.27646e+06 2.67319e+06 -1.22872e+06 2.0943e+06 -119441 -2.52496e+06 225907 -2.29239e+06 -764113 -566851 454730 -1.14133e+06 -296418 -422586 
-2.19477e+06 -529413 -1.61084e+06 2.10562e+06 4.71814e+07 -1.45012e+06 -4.43054e+06 -1.88386e+06 905166 303158 -513142 602052 -19005.7 82870.4 -82533.5 1.44179e+06 -1.75327e+06 -470686 -2.25241e+06 85198.5 
-100351 -185506 1.69636e+06 -5.40253e+06 -1.45012e+06 1.89776e+07 4.07133e+06 4.07406e+06 1.85352e+06 -2.72294e+06 -311792 -2.86179e+06 968747 2.34789e+06 4965 1.28454e+06 389409 -561190 -1.69295e+06 -1.70719e+06 
615124 272267 -2.00584e+06 -1.27646e+06 -4.43054e+06 4.07133e+06 4.29726e+07 1.13379e+06 -926505 622376 -3.05992e+06 264456 -3.38177e+06 230554 -5.13206e+06 892934 -1.78686e+06 -498648 2.22188e+06 248422 
-557462 809814 120578 2.67319e+06 -1.88386e+06 4.07406e+06 1.13379e+06 8.85553e+06 -80749.5 -2.74439e+06 -220129 -2.61171e+06 2.52624e+06 -947007 -90618.9 -663016 -593102 -1.76817e+06 -170662 -149480 
-1.05337e+06 616549 808771 -1.22872e+06 905166 1.85352e+06 -926505 -80749.5 2.27689e+07 886772 -4.46385e+06 1.21743e+06 -8.77744e+06 -2.50921e+06 -4.05518e+06 256551 -1.40788e+06 338415 1.64216e+06 90351.3 
405248 64995.5 705320 2.0943e+06 303158 -2.72294e+06 622376 -2.74439e+06 886772 2.02132e+07 997874 248449 -367495 -4.87659e+06 1.43598e+06 -1.44187e+06 926887 -2.45282e+06 -1.03463e+06 2.37581e+06 
1.42741e+06 335703 -2.30252e+06 -119441 -513142 -311792 -3.05992e+06 -220129 -4.46385e+06 997874 2.10238e+07 544658 -3.51638e+06 -732280 -2.76163e+06 -525750 -2.67623e+06 -494654 -1.88751e+06 -17632.1 
19589.3 1.28344e+06 -475793 -2.52496e+06 602052 -2.86179e+06 264456 -2.61171e+06 1.21743e+06 248449 544658 6.8518e+06 -459612 -1.36552e+06 686500 385214 745925 1.80973e+06 -3976.21 -1.32951e+06 
-1.20863e+06 -799772 -433134 225907 -19005.7 968747 -3.38177e+06 2.52624e+06 -8.77744e+06 -367495 -3.51638e+06 -459612 2.47679e+07 -658646 -1.34957e+06 -922473 -4.23861e+06 -464498 -2.18237e+06 152089 
832862 833704 904940 -2.29239e+06 82870.4 2.34789e+06 230554 -947007 -2.50921e+06 -4.87659e+06 -732280 -1.36552e+06 -658646 8.82899e+06 -300044 -283481 -473714 608836 1.03896e+06 -1.50554e+06 
172445 351612 -611525 -764113 -82533.5 4965 -5.13206e+06 -90618.9 -4.05518e+06 1.43598e+06 -2.76163e+06 686500 -1.34957e+06 -300044 1.10065e+07 -441207 -3.40249e+06 -438598 -1.46808e+06 -384575 
-610706 -508280 581845 -566851 1.44179e+06 1.28454e+06 892934 -663016 256551 -1.44187e+06 -525750 385214 -922473 -283481 -441207 4.36778e+06 -285553 39350.8 562256 -1.46514e+06 
389084 531484 1.46844e+06 454730 -1.75327e+06 389409 -1.78686e+06 -593102 -1.40788e+06 926887 -2.67623e+06 745925 -4.23861e+06 -473714 -3.40249e+06 -285553 1.60785e+07 -421173 -3.5483e+06 42324.5 
-124288 -655829 -1.36856e+06 -1.14133e+06 -470686 -561190 -498648 -1.76817e+06 338415 -2.45282e+06 -494654 1.80973e+06 -464498 608836 -438598 39350.8 -421173 5.47758e+06 514406 -678803 
-340076 -182581 -3.68952e+06 -296418 -2.25241e+06 -1.69295e+06 2.22188e+06 -170662 1.64216e+06 -1.03463e+06 -1.88751e+06 -3976.21 -2.18237e+06 1.03896e+06 -1.46808e+06 562256 -3.5483e+06 514406 8.96449e+06 314297 
216548 -36683.4 -77205.3 -422586 85198.5 -1.70719e+06 248422 -149480 90351.3 2.37581e+06 -17632.1 -1.32951e+06 152089 -1.50554e+06 -384575 -1.46514e+06 42324.5 -678803 314297 2.00509e+06 
ATOM_TYPE Si
DETERMINANT 5.60428e-139
ESPERANCE 0.00145891 0.00365835 0.000809404 0.00624991 0.000896962 0.00746416 0.00136624 0.021113 0.00132397 0.00711028 0.00183743 0.0270673 0.00180118 0.0194622 0.00283295 0.0323645 0.00277175 0.024609 0.00248997 0.0535179
INVERSE OF COVARIANCE MATRIX
3.09302e+06 619587 -1.88009e+06 -455135 -1.6411e+06 278052 1.00471e+06 -439667 -1.24436e+06 160491 -470163 334447 150928 523964 -173759 -708333 78923.2 -215744 -631316 158428 
619587 5.29307e+06 -15321.5 -224403 159784 448934 392497 1.38432e+06 81991.6 -373749 40368.3 1.18355e+06 -204677 496832 -206707 -710967 -185101 -757459 36548 -62743.6 
-1.88009e+06 -15321.5 2.22637e+07 569316 -1.55034e+06 1.1527e+06 251759 -214632 -3.55512e+06 -328858 -2.09287e+06 -425789 -1.3541e+06 416158 2.31745e+06 914754 267861 -1.37505e+06 -3.37387e+06 39092.7 
-455135 -224403 569316 1.48134e+07 1.39676e+06 -4.69746e+06 391018 1.00481e+06 1.53121e+06 308497 367061 -2.114e+06 -79243.9 -511855 -1.30753e+06 -199418 288555 -923938 -423057 -296444 
-1.6411e+06 159784 -1.55034e+06 1.39676e+06 3.33269e+07 -1.43057e+06 -1.02005e+07 -2.21385e+06 3.80475e+06 2.14303e+06 -369973 -1.15996e+06 -4.10323e+06 716138 350970 636133 1.30003e+06 -206649 -702044 693412 
278052 448934 1.1527e+06 -4.69746e+06 -1.43057e+06 1.93349e+07 276649 5.28433e+06 334389 -2.76672e+06 1.16747e+06 255444 -273873 -1.12155e+06 1.55938e+06 1.90807e+06 -599438 -1.18799e+06 -637440 -2.60309e+06 
1.00471e+06 392497 251759 391018 -1.02005e+07 276649 2.7894e+07 -1.01166e+06 3.97654e+06 3.69242e+06 102403 189302 -5.53497e+06 -1.14815e+06 -4.09359e+06 12580.8 446949 -963839 -91849 556394 
-439667 1.38432e+06 -214632 1.00481e+06 -2.21385e+06 5.28433e+06 -1.01166e+06 8.8904e+06 240269 -3.90884e+06 1.14638e+06 291452 123646 -2.31216e+06 644920 -79570.9 -441605 -1.65633e+06 886024 -881405 
-1.24436e+06 81991.6 -3.55512e+06 1.53121e+06 3.80475e+06 334389 3.97654e+06 240269 3.0851e+07 -1.83815e+06 -4.43156e+06 -618353 2.8338e+06 -211048 -602886 1.26335e+06 -2.11818e+06 -869908 -2.32693e+06 276875 
160491 -373749 -328858 308497 2.14303e+06 -2.76672e+06 3.69242e+06 -3.90884e+06 -1.83815e+06 2.86448e+07 1.68225e+06 -1.64285e+06 -1.85328e+06 -4.65859e+06 -803280 -2.56229e+06 924175 723855 477953 3.25275e+06 
-470163 40368.3 -2.09287e+06 367061 -369973 1.16747e+06 102403 1.14638e+06 -4.43156e+06 1.68225e+06 2.422e+07 -1.24782e+06 -2.52521e+06 -820985 -8.701e+06 -458279 -1.71597e+06 631296 -573398 325378 
334447 1.18355e+06 -425789 -2.114e+06 -1.15996e+06 255444 189302 291452 -618353 -1.64285e+06 -1.24782e+06 5.57879e+06 1.00602e+06 -1.20003e+06 -175180 -148150 -272419 1.6551e+06 483615 -1.4416e+06 
150928 -204677 -1.3541e+06 -79243.9 -4.10323e+06 -273873 -5.53497e+06 123646 2.8338e+06 -1.85328e+06 -2.52521e+06 1.00602e+06 1.51295e+07 569737 -3.29413e+06 -284359 -69370.4 35521.2 -1.22058e+06 -255398 
523964 496832 416158 -511855 716138 -1.12155e+06 -1.14815e+06 -2.31216e+06 -211048 -4.65859e+06 -820985 -1.20003e+06 569737 9.01124e+06 545826 388418 -408852 357562 724048 -1.20153e+06 
-173759 -206707 2.31745e+06 -1.30753e+06 350970 1.55938e+06 -4.09359e+06 644920 -602886 -803280 -8.701e+06 -175180 -3.29413e+06 545826 1.26774e+07 40488 -3.70491e+06 462344 38556.2 -393190 
